CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember
625,44,7,0.0,1,4791.8,France,Female,1,0
640,37,5,158024.38,1,81298.09,Spain,Male,1,0
585,43,2,0.0,2,89402.54,France,Female,1,0
480,35,2,165692.91,1,197984.58,France,Male,1,1
792,70,3,0.0,2,172240.27,France,Female,1,1
534,36,4,120037.96,1,36275.94,France,Male,1,0
575,30,2,0.0,2,82222.86,Spain,Male,1,1
721,36,3,65253.07,2,28737.78,Germany,Female,1,0
793,41,9,0.0,2,152153.74,Spain,Male,1,0
715,37,9,105489.31,1,143096.49,Germany,Female,0,0
594,29,3,130830.22,1,61048.53,Germany,Female,1,0
669,23,1,0.0,2,66088.83,France,Male,0,0
603,42,8,91611.12,1,144675.3,Spain,Female,0,0
514,46,3,106511.85,1,55072.32,France,Female,1,0
606,40,5,0.0,2,70899.27,France,Male,1,1
660,48,0,90044.32,2,187604.97,France,Female,0,1
661,39,6,132628.98,1,38812.67,Spain,Male,0,0
699,22,9,99339.0,1,68297.61,France,Male,1,0
521,34,7,70731.07,1,20243.97,Spain,Female,1,1
669,35,4,108269.2,2,174969.92,Germany,Female,1,0
771,57,4,0.0,1,85876.67,France,Female,0,0
562,41,5,165445.04,2,85787.31,Spain,Male,1,0
416,41,10,122189.66,2,98301.61,Germany,Female,1,0
637,41,2,0.0,2,102515.42,France,Male,0,1
517,56,9,142147.32,1,39488.04,France,Male,0,0
642,22,10,111812.52,2,183045.46,Germany,Male,1,1
711,34,4,133467.77,2,42976.64,Germany,Male,1,1
640,34,1,137523.02,1,24761.36,Spain,Male,0,0
643,31,3,167949.48,1,143162.34,France,Female,1,0
760,49,9,91502.99,1,117232.9,Germany,Female,1,0
604,34,7,0.0,2,188078.55,France,Male,1,1
648,42,8,121980.56,2,4027.02,Germany,Female,1,0
637,48,7,130806.99,2,132005.85,France,Female,1,1
850,46,3,0.0,2,187980.21,France,Female,1,1
742,35,2,79126.17,1,126997.53,France,Female,1,1
520,30,3,143396.54,2,898.51,France,Male,1,1
655,28,3,113811.85,2,76844.23,Spain,Female,0,1
656,46,9,143267.14,2,193099.43,France,Male,0,0
592,38,0,0.0,1,65986.48,Spain,Male,1,0
564,32,10,139875.2,2,15378.23,Germany,Female,1,0
637,51,1,104682.83,1,55266.96,Germany,Male,1,0
850,38,7,101985.81,2,43801.27,Germany,Male,0,0
623,37,4,140211.88,1,93832.33,France,Female,1,1
411,29,0,59697.17,2,53483.21,France,Male,1,1
601,40,10,98627.13,2,77977.69,France,Male,0,0
552,49,4,0.0,1,190296.76,France,Male,1,1
577,36,3,121092.47,2,143783.46,France,Male,0,1
549,50,9,94748.76,2,13608.18,France,Male,0,1
585,34,1,0.0,1,75503.6,France,Female,1,1
557,57,1,120043.13,1,132370.75,Germany,Male,1,0
655,67,6,148363.38,1,186995.17,Germany,Male,1,1
451,23,9,0.0,2,48021.71,Spain,Female,0,1
638,41,7,0.0,2,43889.41,Spain,Male,1,0
704,39,1,124640.51,1,116511.12,Germany,Female,1,0
468,28,3,0.0,2,170661.02,Spain,Male,1,0
590,76,5,160979.68,1,13848.58,France,Female,0,1
652,27,2,166527.88,2,146007.7,Germany,Male,0,1
616,44,5,102016.38,1,178235.37,France,Male,0,1
706,34,8,0.0,2,37479.97,France,Male,1,1
702,34,4,100054.77,1,109496.45,France,Male,1,0
701,63,3,120916.52,3,144727.45,Germany,Male,0,0
781,27,7,186558.55,1,175071.29,France,Female,1,1
640,46,5,107978.4,2,155876.06,Germany,Female,1,0
623,39,1,160903.2,1,78774.36,France,Female,0,0
739,40,8,0.0,1,167030.51,Spain,Female,1,0
734,37,3,80387.81,1,77272.62,France,Male,0,1
674,43,8,85957.88,2,8757.39,Germany,Male,1,0
520,33,4,156297.58,2,166102.61,France,Male,1,1
633,29,0,138577.34,1,193362.99,Germany,Female,1,0
517,45,4,0.0,1,172674.36,France,Female,0,0
687,28,7,108116.66,1,27411.19,France,Male,1,1
696,34,9,150856.79,1,8236.78,France,Male,0,1
721,28,9,154475.54,2,101300.94,Germany,Male,0,1
718,35,3,97560.16,1,53511.74,France,Male,1,1
715,33,3,85227.84,1,68087.15,France,Female,1,1
656,63,8,0.0,2,57014.43,France,Male,0,1
828,34,9,0.0,2,81853.98,Spain,Male,1,1
624,27,9,94667.29,2,4470.52,Germany,Male,0,1
606,40,9,95293.86,2,96985.58,Germany,Male,0,1
815,35,4,0.0,2,198490.33,France,Male,0,1
686,25,1,0.0,2,16459.37,France,Male,0,1
748,23,8,85600.08,1,134077.71,Spain,Female,0,0
634,37,1,89696.84,2,193179.88,Germany,Male,1,1
537,66,8,103291.25,2,130664.79,Germany,Male,1,1
812,39,5,115730.71,3,185599.34,Germany,Male,1,1
662,38,2,96479.81,1,120259.41,France,Female,1,0
792,28,4,130142.79,1,38190.78,France,Female,1,0
555,31,8,145875.74,1,137491.23,France,Male,1,0
677,25,8,130866.19,1,42410.21,Spain,Female,1,0
652,28,8,156823.7,2,198251.52,Spain,Male,1,0
577,44,1,152086.15,1,44719.5,Germany,Female,0,1
615,61,1,104267.7,1,62845.64,France,Female,1,0
600,40,1,141136.79,1,67803.83,France,Male,1,1
678,49,8,0.0,2,98090.69,Spain,Female,0,1
663,58,5,216109.88,1,74176.71,Spain,Female,0,1
470,48,6,140576.11,1,116971.05,Spain,Female,1,1
569,41,2,0.0,2,134272.57,Spain,Male,1,0
690,43,2,166522.78,1,119644.59,Germany,Male,0,0
580,57,0,136820.99,1,108528.74,Spain,Female,0,1
684,41,7,0.0,1,138394.37,Spain,Female,1,1
554,54,6,108755.0,1,40914.32,Germany,Female,1,0
526,33,8,114634.63,2,110114.38,Spain,Female,1,0
692,40,6,163505.16,1,90424.09,France,Male,0,0
700,36,4,0.0,2,130789.15,France,Female,1,0
502,33,7,0.0,2,4082.52,France,Male,0,1
689,47,2,118812.5,2,31121.42,Germany,Male,0,0
719,33,7,0.0,2,20016.59,Spain,Female,1,0
819,39,9,133102.92,1,27046.46,France,Female,1,0
640,30,6,107499.7,1,187632.22,France,Female,1,1
583,40,4,55776.39,2,26920.43,France,Female,1,0
559,34,2,137390.11,2,9677.0,France,Male,1,0
583,39,8,102945.01,1,52861.89,Germany,Male,0,0
748,66,8,0.0,1,163331.65,France,Male,1,1
671,34,10,153360.02,1,140509.86,Spain,Male,1,0
538,49,9,141434.04,1,173779.25,Spain,Female,0,0
845,28,9,0.0,2,56185.98,France,Female,1,1
850,32,4,156001.68,2,151677.31,France,Male,1,1
474,45,10,0.0,2,172175.9,France,Male,0,0
758,35,7,0.0,2,77951.84,France,Male,1,0
740,60,5,108028.08,2,25980.42,France,Female,0,0
546,42,7,139070.51,1,86945.0,Spain,Male,1,1
580,38,9,115442.19,2,128481.5,Germany,Male,1,0
634,34,8,105302.66,1,123164.97,France,Male,1,1
837,38,2,126732.85,1,79577.38,Germany,Male,1,1
446,25,3,136202.78,1,176743.51,Germany,Male,1,0
849,41,9,115465.28,1,103174.5,France,Female,1,0
738,39,1,94435.45,2,189430.86,France,Female,0,1
529,31,7,0.0,2,175697.87,France,Female,1,1
627,41,6,0.0,3,138700.75,France,Female,1,1
513,44,1,63562.02,2,52629.73,France,Male,0,1
615,51,6,81818.49,1,169149.38,Spain,Male,1,1
558,47,9,0.0,2,103787.28,France,Female,1,0
564,62,5,114931.35,3,18260.98,Germany,Female,0,1
708,32,8,187487.63,1,120115.5,Spain,Female,1,1
627,40,10,0.0,2,194792.42,Spain,Male,1,1
525,47,1,118087.68,1,88120.78,Germany,Female,1,0
512,36,3,84327.77,2,17675.36,France,Female,1,0
625,51,7,136294.97,1,38867.46,France,Female,1,0
742,35,5,136857.0,1,84509.57,Germany,Male,0,0
638,41,9,144326.09,1,73979.85,Germany,Female,1,0
579,64,6,145215.43,1,164083.72,Germany,Female,1,1
769,39,9,0.0,1,47722.79,Spain,Male,1,1
618,33,4,0.0,2,77550.18,Spain,Male,1,1
631,35,8,129205.49,1,79146.36,France,Male,1,1
681,65,7,134714.7,2,190419.81,Spain,Male,0,1
747,25,4,0.0,2,42039.67,France,Female,0,1
661,42,2,178820.91,1,29358.57,Spain,Male,0,0
692,44,8,0.0,1,159069.37,Spain,Female,0,1
669,30,7,139872.81,1,188795.85,Germany,Female,1,0
709,30,5,0.0,2,161388.22,France,Female,0,1
600,37,8,177657.35,1,77142.32,Spain,Male,1,1
614,41,7,179915.85,1,14666.35,Spain,Female,0,0
443,36,6,70438.01,2,56937.43,Spain,Male,0,1
585,36,10,0.0,2,180318.6,Spain,Male,1,1
609,34,1,0.0,1,181177.9,France,Male,1,1
637,50,4,126345.55,1,17323.0,Germany,Male,0,1
545,44,2,127536.44,1,108398.63,Germany,Female,1,0
662,33,0,103471.52,1,162703.0,Germany,Male,1,1
587,35,5,121863.61,1,23481.69,Germany,Male,1,1
573,28,8,0.0,2,77660.03,Spain,Male,0,0
645,37,1,0.0,2,68987.55,France,Female,1,1
519,38,1,114141.64,1,60988.21,Germany,Male,1,1
648,35,7,0.0,2,122899.01,Spain,Male,0,0
648,37,7,0.0,2,194238.92,France,Female,1,0
780,71,9,142550.25,2,122506.78,Germany,Male,1,1
680,42,7,105722.69,1,90558.24,Germany,Female,1,1
712,33,3,153819.58,1,79176.09,France,Male,1,0
574,34,5,112324.45,2,17993.43,France,Female,1,1
649,45,7,0.0,2,75204.21,France,Male,0,1
675,38,6,68065.8,1,138777.0,France,Female,0,0
722,43,1,0.0,1,44560.17,Spain,Male,1,0
772,47,9,152347.01,1,17671.78,France,Male,0,1
686,22,5,0.0,2,158974.45,Spain,Male,1,0
850,44,5,128605.32,1,171096.2,Germany,Female,0,1
564,24,6,149592.14,1,153771.8,Spain,Female,1,1
722,46,5,0.0,2,179908.71,France,Male,1,0
558,32,1,108262.87,1,6935.31,Germany,Female,1,1
712,29,3,87375.78,2,166194.53,France,Female,0,0
850,38,2,94652.04,1,171960.76,Spain,Male,1,1
817,34,5,129278.43,1,165562.84,France,Male,0,0
627,23,5,184244.86,1,103099.22,Germany,Male,1,0
804,71,8,0.0,2,147995.96,France,Female,0,1
655,41,8,125561.97,1,164040.94,Germany,Male,0,0
607,21,0,0.0,2,116106.52,France,Female,1,0
619,41,3,147974.16,2,170518.83,Germany,Male,1,0
657,44,6,76495.04,1,79071.89,France,Male,1,0
717,34,1,0.0,2,119313.74,Spain,Female,1,0
616,31,7,76665.71,2,163809.08,Spain,Male,1,1
748,39,3,157371.54,1,97734.3,France,Female,0,1
704,39,5,0.0,1,6416.92,France,Male,1,0
723,48,7,0.0,2,150694.58,France,Male,1,1
686,47,6,0.0,1,32080.69,Spain,Female,1,0
532,37,5,0.0,2,6761.84,Spain,Female,0,1
778,24,4,0.0,2,162809.2,France,Male,1,1
581,24,3,95508.2,1,45755.0,France,Female,1,1
592,36,10,123187.51,1,146111.35,Germany,Male,0,1
813,30,1,116416.94,1,85808.22,Germany,Male,0,1
533,43,4,80442.06,2,12537.42,Germany,Male,0,1
678,51,1,145751.03,1,109718.44,Germany,Female,0,0
677,36,10,68806.84,1,33075.24,Germany,Female,1,0
829,27,9,112045.67,1,119708.21,Germany,Female,1,1
668,37,10,152958.29,2,159585.61,Germany,Male,1,1
622,27,9,139834.93,1,152733.89,Spain,Male,1,1
711,51,7,0.0,3,38409.79,France,Male,1,0
788,57,8,93716.72,1,180150.49,Germany,Female,1,1
687,39,7,0.0,2,26848.25,France,Male,1,0
530,36,2,0.0,2,14721.8,Spain,Female,1,1
638,32,0,0.0,2,160129.99,France,Female,1,0
577,34,2,0.0,2,84033.35,France,Female,1,1
534,27,9,0.0,2,161344.13,France,Male,1,0
710,41,2,156067.05,1,9983.88,France,Female,1,1
684,35,3,137179.39,1,37264.11,France,Male,1,1
597,41,4,153198.23,1,92090.36,France,Male,1,1
575,28,7,0.0,1,10666.05,Spain,Male,1,1
731,39,2,126816.18,1,74850.93,Spain,Female,1,1
545,33,1,132527.9,2,107429.71,Germany,Male,0,1
789,27,6,0.0,2,103603.65,France,Male,1,0
588,40,5,0.0,2,100727.68,France,Male,0,0
663,45,5,83195.12,1,48682.1,France,Male,1,1
449,52,6,0.0,2,123622.0,France,Male,0,1
543,71,1,104308.77,1,25650.04,France,Female,1,1
558,58,2,142537.18,1,88791.83,Germany,Male,1,1
558,38,8,113000.92,1,152872.39,France,Male,1,1
701,39,2,0.0,2,82526.92,France,Male,1,1
619,33,2,167733.51,2,65222.48,France,Female,1,1
522,37,3,95022.57,1,129107.59,Germany,Female,1,1
651,36,8,0.0,2,91652.43,Spain,Female,1,0
593,69,2,187013.13,2,105898.69,Germany,Male,0,1
660,31,6,172325.67,1,45438.38,France,Female,0,1
652,34,6,97435.85,2,104331.76,France,Female,1,1
787,46,7,117685.31,2,93360.35,France,Male,1,1
667,40,1,146502.07,1,19162.89,Spain,Female,1,0
678,26,1,0.0,2,45443.68,France,Female,1,0
601,29,9,0.0,1,80393.27,France,Male,1,1
542,39,3,135096.77,1,14353.43,France,Male,1,1
763,32,8,0.0,2,16725.53,Spain,Female,1,0
808,41,0,0.0,1,79888.78,France,Male,1,1
547,30,9,72392.41,1,77077.14,Germany,Female,1,0
536,44,4,121898.82,1,131007.18,Germany,Female,0,0
641,40,7,0.0,1,126996.67,France,Female,1,0
641,53,0,123835.52,2,160110.65,France,Female,0,1
550,30,4,0.0,2,89216.29,France,Female,1,0
577,41,4,89015.61,1,135227.23,Spain,Male,0,1
601,43,8,0.0,3,110916.15,France,Female,0,1
529,43,6,93616.35,2,98348.66,France,Male,0,0
754,40,2,160625.17,1,3554.63,Spain,Male,0,1
508,35,1,86893.28,1,59374.82,France,Male,0,0
670,43,1,97792.21,1,120225.62,Spain,Male,0,0
850,38,2,102741.15,2,23974.85,Germany,Female,0,1
537,37,6,0.0,1,17802.42,France,Male,1,1
805,50,9,130023.38,1,62989.82,Germany,Male,1,0
844,29,8,0.0,2,147342.03,France,Female,0,0
544,48,10,78314.63,3,103713.93,France,Male,1,1
765,50,9,126547.8,1,79579.94,France,Female,1,1
836,32,4,109196.67,2,55218.02,Germany,Female,1,0
594,26,6,135067.52,2,131211.86,Germany,Female,0,0
647,22,3,97975.82,2,62083.0,Germany,Female,0,1
710,30,10,133537.1,2,155593.74,Germany,Female,1,0
681,29,2,148143.84,1,52021.39,France,Female,1,1
759,33,9,160541.36,2,93541.14,France,Female,0,0
623,28,7,0.0,1,129526.57,France,Male,0,0
573,33,1,160777.9,1,149536.15,Spain,Male,1,1
555,29,4,128744.04,1,47454.93,France,Male,1,1
845,43,3,152063.59,2,97910.06,Germany,Female,1,0
728,32,9,127772.1,2,152643.48,Germany,Female,1,1
774,60,5,85891.55,1,74135.48,France,Male,1,0
610,46,5,116886.59,1,107973.44,Spain,Female,0,0
530,36,7,0.0,2,80619.09,Spain,Female,1,0
644,32,3,136659.74,1,14187.78,Spain,Male,1,1
738,37,8,100565.94,1,128799.86,Spain,Female,1,1
850,34,6,101266.51,1,33501.98,France,Female,1,0
825,32,9,0.0,2,9751.03,France,Male,0,0
642,72,1,160541.0,2,142223.94,France,Male,1,1
479,47,6,121797.09,1,5811.9,France,Male,0,1
774,52,2,56580.93,1,113266.28,France,Female,1,0
602,35,8,0.0,2,152843.53,France,Female,1,1
534,51,3,0.0,2,20856.31,Spain,Male,0,1
648,42,2,98795.61,2,89123.99,Spain,Male,1,0
691,40,0,115465.98,1,60622.61,France,Female,1,1
750,38,5,151532.4,1,46555.15,France,Male,1,1
702,38,9,0.0,2,158527.45,Spain,Female,1,1
850,49,8,0.0,1,25867.67,Spain,Male,0,0
563,33,8,0.0,2,68815.05,France,Male,0,1
698,40,8,150777.1,1,114732.62,Germany,Female,1,0
661,20,8,0.0,1,110252.53,Spain,Male,1,0
708,41,5,0.0,1,157003.99,Spain,Female,0,1
549,38,8,107283.4,1,157442.75,France,Female,0,0
639,31,3,98360.03,1,20973.8,France,Female,0,0
466,40,4,91592.06,1,141210.18,France,Male,1,0
837,49,8,103302.37,1,50974.57,France,Male,1,1
814,48,7,0.0,2,132870.15,France,Female,1,1
543,36,4,0.0,2,141210.5,France,Male,1,1
623,46,4,0.0,1,5549.11,Spain,Male,1,0
489,52,1,131441.51,1,37240.11,Germany,Female,1,0
837,29,9,0.0,2,41866.26,France,Female,1,1
777,46,0,107362.8,1,487.3,Germany,Female,1,0
539,39,3,0.0,2,36692.17,France,Male,1,0
800,29,2,0.0,2,167773.55,France,Female,0,0
686,36,5,0.0,2,152979.14,Spain,Female,1,1
660,29,6,180520.29,1,123850.58,Germany,Female,1,1
847,66,7,123760.68,1,53157.16,France,Male,0,1
585,33,4,152805.05,1,63239.65,France,Female,1,0
682,52,5,112670.48,1,21085.17,France,Female,1,0
811,30,6,0.0,2,180591.32,France,Male,1,1
611,52,7,0.0,1,73585.18,Spain,Male,0,1
598,50,5,88379.81,3,64157.24,Germany,Female,0,1
710,49,10,129164.88,1,193266.72,Germany,Male,1,1
616,41,10,113220.2,2,114072.91,Germany,Male,1,1
556,40,9,129860.37,1,17992.94,France,Female,0,0
806,37,2,137794.18,2,75232.02,Spain,Female,0,1
809,80,8,0.0,2,34164.05,Spain,Male,0,1
722,47,2,88011.4,1,90655.94,France,Female,1,1
499,21,3,176511.08,1,153920.22,France,Female,1,1
558,45,4,0.0,1,131807.14,Spain,Male,1,0
731,30,7,0.0,2,143086.09,France,Male,0,1
691,29,9,0.0,2,199635.93,France,Female,0,0
684,63,3,81245.79,1,69643.31,Germany,Female,1,0
477,34,8,139959.55,2,189875.83,Germany,Male,1,1
540,35,7,127801.88,1,84239.46,Germany,Male,0,1
586,34,5,168094.01,1,20058.61,Spain,Male,0,0
647,26,8,109958.15,1,136592.24,Spain,Female,1,1
726,28,2,0.0,1,98060.51,France,Male,0,0
586,28,5,0.0,3,170487.4,France,Female,1,0
730,32,9,127661.69,1,60905.51,France,Female,0,0
793,33,0,0.0,1,175544.02,France,Female,0,0
676,37,5,89634.69,1,169583.18,France,Female,1,1
641,48,3,147341.43,1,157458.61,France,Female,1,1
504,46,2,163764.84,1,165122.55,Spain,Female,1,1
628,40,10,0.0,2,103832.58,Spain,Male,1,0
618,38,5,126473.99,1,91972.49,Spain,Male,1,0
701,36,8,0.0,2,169161.46,Spain,Male,1,0
732,34,8,122338.43,2,187985.85,France,Female,1,0
717,31,4,129722.57,1,41176.6,France,Male,0,0
698,37,8,0.0,2,145004.39,France,Male,0,0
573,47,8,154543.98,1,29586.73,France,Female,1,0
537,46,5,100727.5,1,140857.76,Germany,Female,0,1
679,36,6,147733.64,1,172501.38,France,Male,0,1
648,34,3,95039.73,2,147055.87,Germany,Male,1,1
695,46,3,122549.64,1,56297.85,Spain,Male,1,1
449,33,8,0.0,2,156792.89,Spain,Female,0,0
492,35,4,141359.37,2,39519.53,France,Male,1,0
850,29,1,154640.41,1,164039.51,Germany,Male,1,1
564,27,6,0.0,1,7819.76,France,Female,0,0
568,32,7,169399.6,1,61936.22,Spain,Female,1,0
739,25,5,113113.12,1,129181.27,Germany,Female,1,0
554,45,6,0.0,2,181204.5,France,Female,1,1
752,31,4,144637.86,2,40496.72,Spain,Female,1,0
700,54,1,79415.67,1,139735.54,Spain,Male,0,1
560,27,5,0.0,2,131919.48,France,Female,1,0
698,37,5,98400.61,2,25017.28,France,Male,0,0
634,25,9,0.0,2,8227.91,Spain,Male,1,1
581,35,4,0.0,2,86383.82,France,Male,0,1
687,38,8,69434.4,2,66580.13,Spain,Male,1,1
527,53,8,0.0,1,51711.57,Spain,Male,1,1
635,37,3,0.0,2,91086.73,Spain,Female,1,0
568,26,1,112930.28,2,22095.73,Germany,Male,1,0
752,32,9,115587.49,2,101677.46,Germany,Male,0,1
729,31,8,164870.81,2,9567.39,Spain,Male,1,1
573,31,0,134644.19,1,70381.49,Germany,Male,1,1
712,47,1,139887.01,1,95719.73,Spain,Male,1,1
820,39,9,111336.89,1,16770.31,Germany,Male,1,0
559,31,3,127070.73,1,160941.78,France,Female,0,1
756,39,3,100717.85,3,73406.04,Germany,Female,1,1
635,35,7,0.0,2,65951.65,Spain,Female,1,1
651,56,4,0.0,1,84383.22,France,Female,0,0
694,42,3,156864.2,2,88890.75,France,Male,0,0
456,33,1,188285.68,1,58363.94,France,Female,0,0
714,28,6,122724.37,1,67057.27,France,Male,1,1
645,39,8,0.0,2,96864.36,France,Male,0,0
599,46,7,81742.84,2,83282.21,Spain,Female,1,0
711,28,8,0.0,2,64286.39,France,Male,1,1
611,37,6,0.0,2,110782.88,France,Female,1,0
700,29,8,0.0,2,152097.02,Spain,Male,0,1
658,29,3,145512.84,1,20207.02,France,Male,1,0
594,56,7,0.0,1,26215.85,France,Female,1,0
592,66,5,149950.19,1,76267.59,France,Female,1,1
580,36,6,145387.32,2,169963.2,Germany,Female,1,1
508,38,3,166328.65,2,22614.19,France,Female,0,1
643,41,2,127841.52,1,172363.41,Germany,Male,1,0
591,49,3,0.0,2,50123.44,France,Male,1,0
431,45,5,83624.55,2,36899.62,Germany,Male,0,0
502,42,0,132002.7,1,28204.98,Germany,Female,0,1
647,32,9,80958.36,1,128590.73,Spain,Male,1,1
665,37,3,111911.63,1,110359.68,Germany,Female,1,1
624,33,6,66220.17,1,170819.01,Spain,Male,0,1
695,28,5,171069.39,2,88689.4,France,Male,1,1
661,35,8,124098.54,1,86678.48,Germany,Male,1,0
524,25,7,131402.21,1,193668.49,Germany,Female,0,0
648,54,7,118241.02,1,172586.89,Spain,Female,1,0
620,41,9,0.0,2,88852.47,France,Female,0,0
760,39,6,178585.46,1,67131.3,France,Male,1,0
434,33,3,0.0,1,2739.71,Spain,Male,1,1
751,43,1,114974.24,1,125920.54,France,Male,1,0
739,54,8,126418.14,1,134420.75,Germany,Male,1,0
588,41,2,131341.46,2,7034.94,Germany,Male,0,1
485,39,2,75339.64,1,70665.16,France,Female,1,1
713,36,8,133889.35,1,143265.65,France,Male,1,1
656,69,6,163975.09,1,36108.5,Spain,Male,1,1
798,29,8,80204.11,2,70223.22,Germany,Female,1,0
850,43,4,161256.53,1,140071.57,France,Male,1,1
586,29,2,132450.24,1,36176.63,Spain,Male,1,1
748,39,3,0.0,2,123998.52,Spain,Male,1,1
640,66,9,116037.76,1,184636.05,France,Female,0,1
549,43,3,134985.66,1,6101.41,Germany,Female,1,0
634,77,5,0.0,2,161579.85,France,Male,1,1
626,26,8,0.0,2,191420.71,Spain,Male,0,0
567,37,7,0.0,2,28690.9,France,Female,1,1
578,59,10,185966.64,1,9445.42,France,Male,0,0
631,23,3,0.0,2,13813.24,Spain,Male,1,0
592,62,5,0.0,1,100941.57,France,Female,1,1
613,45,1,187841.99,2,147224.27,France,Female,1,1
548,49,9,108437.89,1,127022.87,Germany,Male,0,0
614,41,7,146997.64,2,137791.18,Spain,Female,0,0
697,56,5,110802.03,1,50230.31,Spain,Male,1,1
788,34,6,156478.62,1,181196.76,Spain,Male,0,1
674,36,2,0.0,2,182787.17,Spain,Male,1,1
745,59,8,0.0,1,36124.98,Spain,Female,1,1
462,34,1,94682.56,2,138478.2,Germany,Male,1,0
706,47,10,144090.42,1,140938.95,Germany,Female,1,0
668,42,8,187534.79,1,32900.41,France,Male,1,1
648,35,7,0.0,2,78436.36,Spain,Male,1,1
665,51,9,110610.41,2,1112.76,Germany,Female,0,1
605,52,7,0.0,2,173952.5,France,Male,1,1
722,29,1,107233.85,2,24924.92,Germany,Male,1,0
647,43,3,122717.53,2,87000.39,Germany,Female,1,1
711,39,3,152462.79,1,90305.97,France,Female,1,0
529,22,5,0.0,1,151169.83,France,Male,1,0
634,41,7,0.0,2,131284.93,France,Female,1,1
511,29,9,0.0,2,140676.98,Spain,Female,0,1
757,30,6,161378.02,1,71926.28,Germany,Female,0,0
658,31,2,77082.65,2,13482.28,Germany,Male,0,0
581,43,4,170172.9,1,100236.02,Spain,Female,0,1
850,30,2,141040.01,1,5978.2,Spain,Male,1,1
505,36,2,79951.9,1,174123.16,France,Female,0,1
619,43,1,125211.92,1,113410.49,France,Male,1,1
727,61,0,128213.96,2,188729.08,France,Male,1,1
684,54,6,0.0,2,94888.6,France,Male,1,1
552,41,9,124349.34,1,135635.25,France,Female,1,0
803,42,5,0.0,1,196466.83,France,Male,1,0
592,37,3,96651.03,1,3232.82,France,Male,1,1
775,32,2,108698.96,2,161069.73,France,Female,1,1
812,33,2,127154.14,2,105383.49,Germany,Male,0,1
786,32,6,114512.59,1,15796.66,Spain,Female,1,0
847,51,5,97565.74,1,144184.06,France,Male,0,0
824,60,8,134250.17,3,153046.16,Germany,Male,0,0
690,36,10,91760.11,1,135784.94,Spain,Female,1,1
616,36,6,132311.71,1,15462.84,Spain,Female,0,0
703,56,9,0.0,1,85547.33,France,Male,0,0
508,25,2,111395.53,1,48197.06,France,Female,0,1
582,50,2,148942.0,1,116944.3,France,Male,1,1
718,26,7,147527.03,1,51099.56,Germany,Male,0,0
579,43,2,145843.82,1,198402.37,Spain,Male,1,1
611,31,0,107884.81,2,183487.98,Germany,Male,1,1
722,37,9,0.0,2,31921.95,Spain,Male,1,0
524,28,1,93577.3,1,51670.82,France,Male,1,1
724,41,5,109798.25,1,149593.61,France,Female,0,1
533,38,1,135289.33,2,152956.33,Spain,Male,0,1
628,31,6,175443.75,1,113167.17,France,Female,1,0
613,42,7,115076.06,1,79323.61,France,Male,1,1
532,36,4,0.0,2,132798.78,France,Male,1,1
670,27,5,79336.61,1,26170.08,France,Female,1,1
761,62,5,98854.34,1,86920.97,Germany,Male,0,0
502,35,6,0.0,2,80618.47,France,Female,1,1
737,36,9,0.0,1,188670.9,France,Male,0,1
505,37,6,159863.9,2,125307.87,Germany,Female,0,1
850,56,1,169743.83,1,155850.4,Germany,Male,0,0
701,44,7,0.0,2,23425.78,France,Male,1,0
586,57,3,0.0,2,6057.81,Spain,Female,0,1
711,35,8,0.0,1,67508.01,France,Female,1,1
619,38,3,96143.47,1,98994.92,Spain,Male,0,0
685,43,9,108589.47,2,194808.51,Germany,Male,0,1
654,29,1,0.0,1,180345.44,France,Male,1,0
698,40,7,105061.74,3,107815.31,France,Female,1,0
637,33,9,113913.53,1,65316.5,France,Female,0,1
700,42,8,0.0,2,105305.72,France,Female,1,1
484,55,8,149349.58,3,137519.92,Germany,Female,0,0
645,45,4,0.0,1,174916.85,Spain,Male,0,1
572,31,5,98108.79,1,119996.95,Spain,Male,0,1
730,33,9,0.0,2,176576.62,Spain,Female,0,0
591,27,5,107812.67,1,162501.83,Spain,Female,0,1
513,43,9,0.0,2,152499.8,France,Female,1,0
676,34,8,82909.14,1,91817.38,France,Female,1,0
785,36,2,0.0,1,61811.1,France,Male,0,1
691,38,5,114753.76,1,107665.02,Germany,Female,1,0
525,51,10,0.0,3,171045.35,France,Male,1,0
663,39,8,0.0,2,101168.9,France,Female,1,1
648,33,7,134944.0,1,117036.38,France,Male,1,1
515,60,9,113715.36,1,18424.24,Germany,Male,1,0
799,52,4,161209.66,1,89081.41,France,Female,1,1
696,28,8,0.0,1,176713.47,Spain,Male,0,0
405,39,10,0.0,1,160810.85,France,Male,1,0
652,38,6,123081.84,2,188657.97,Spain,Female,1,1
636,29,6,157576.47,2,101102.39,Spain,Female,1,1
474,30,9,0.0,2,63158.22,France,Female,0,0
722,35,1,120171.58,1,125240.8,Spain,Female,1,0
805,56,6,151802.29,1,46791.09,Germany,Male,1,0
